상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,대지구분명,지번본번지,지번주소,도로명,건물본번지,도로명주소,경도,위도
고려통상,소매,건강/미용식품,건강식품판매,부산광역시,부산진구,양정2동,양정동,대지,234,부산광역시 부산진구 양정동 234-15,부산광역시 부산진구 진연로9번길,16,부산광역시 부산진구 진연로9번길 16,129.073706370802,35.1779849114129
갈매기초장횟집,음식,일식/수산물,횟집,부산광역시,사하구,다대1동,다대동,대지,798,부산광역시 사하구 다대동 798-3,부산광역시 사하구 다대동로,48,부산광역시 사하구 다대동로 48-1,128.973208617424,35.0571532678702
대원공인중개사사무소,부동산,부동산중개,부동산중개,부산광역시,사하구,하단1동,하단동,대지,870,부산광역시 사하구 하단동 870-280,부산광역시 사하구 하신중앙로,264,부산광역시 사하구 하신중앙로 264,128.9610299215,35.1020866385938
타이어뱅크,소매,자동차/자동차용품,타이어판매,부산광역시,부산진구,가야2동,가야동,대지,247,부산광역시 부산진구 가야동 247-5,부산광역시 부산진구 가야대로,541,부산광역시 부산진구 가야대로 541,129.031182202243,35.1541700124745
한국암연구소재강의원,의료,병원,기타병원,부산광역시,부산진구,전포1동,전포동,대지,374,부산광역시 부산진구 전포동 374-10,부산광역시 부산진구 전포대로,138,부산광역시 부산진구 전포대로 138,129.066138518745,35.1491081052744
롯데센텀리복,소매,의복의류,캐쥬얼/스포츠의류,부산광역시,해운대구,우2동,우동,대지,1496,부산광역시 해운대구 우동 1496,부산광역시 해운대구 센텀남대로,59,부산광역시 해운대구 센텀남대로 59,129.131099324358,35.1698729034813
리버스지오지아,생활서비스,광고/인쇄,인쇄종합,부산광역시,부산진구,부전2동,부전동,대지,503,부산광역시 부산진구 부전동 503-15,부산광역시 부산진구 가야대로,772,부산광역시 부산진구 가야대로 772,129.056437700996,35.1568098468641
케이닥마트,소매,종합소매점,수퍼마켓,부산광역시,부산진구,부암1동,부암동,대지,63,부산광역시 부산진구 부암동 63-3,부산광역시 부산진구 시민공원로,11,부산광역시 부산진구 시민공원로 11,129.050772151696,35.1634753390994
애완용품백화점,소매,애견/애완/동물,애견/애완/동물사육판매,부산광역시,사상구,덕포2동,덕포동,대지,394,부산광역시 사상구 덕포동 394-10,부산광역시 사상구 사상로,335,부산광역시 사상구 사상로 335,128.983904758654,35.1746012508893
춘하추동,음식,분식,국수/만두/칼국수,부산광역시,해운대구,반송2동,반송동,대지,884,부산광역시 해운대구 반송동 884,부산광역시 해운대구 신반송로,80,부산광역시 해운대구 신반송로 80,129.163690934931,35.2268375943386
천상천하장군,생활서비스,개인서비스,운명감정작명,부산광역시,사하구,신평1동,신평동,대지,161,부산광역시 사하구 신평동 161-173,부산광역시 사하구 다대로144번길,178,부산광역시 사하구 다대로144번길 178,128.974006955861,35.0929780019644
영준건업,소매,철물/난방/건설자재소매,셔터/새시판매,부산광역시,해운대구,재송1동,재송동,대지,1128,부산광역시 해운대구 재송동 1128-14,부산광역시 해운대구 재반로112번길,12,부산광역시 해운대구 재반로112번길 12-10,129.127740170057,35.188148198957
이혜영스킨케어,생활서비스,이/미용/건강,비만/피부관리,부산광역시,부산진구,개금2동,개금동,대지,565,부산광역시 부산진구 개금동 565-1,부산광역시 부산진구 복지로,64,부산광역시 부산진구 복지로 64,129.020004478388,35.1476303477333
장병록영어전문교실,학문/교육,학원-어학,학원-외국어/어학,부산광역시,해운대구,좌4동,좌동,대지,1398,부산광역시 해운대구 좌동 1398,부산광역시 해운대구 대천로103번길,61,부산광역시 해운대구 대천로103번길 61,129.173890750055,35.1806879264108
영림맛집,음식,한식,한식/백반/한정식,부산광역시,해운대구,우1동,우동,대지,457,부산광역시 해운대구 우동 457-10,부산광역시 해운대구 우동1로50번길,5,부산광역시 해운대구 우동1로50번길 5,129.157842754155,35.1661859700179
헤어스토리진,생활서비스,이/미용/건강,여성미용실,부산광역시,해운대구,좌3동,좌동,대지,1273,부산광역시 해운대구 좌동 1273,부산광역시 해운대구 대천로67번길,7,부산광역시 해운대구 대천로67번길 7,129.169302455171,35.1730796110436
GS주유소부전셀프,생활서비스,주유소/충전소,주유소,부산광역시,부산진구,부전2동,부전동,대지,577,부산광역시 부산진구 부전동 577-2,부산광역시 부산진구 신천대로,132,부산광역시 부산진구 신천대로 132,129.05295629721,35.1540909045248
이해경부동산,부동산,부동산중개,부동산중개,부산광역시,해운대구,우2동,우동,대지,1488,부산광역시 해운대구 우동 1488,부산광역시 해운대구 센텀동로,25,부산광역시 해운대구 센텀동로 25,129.131457070193,35.1719247156101
호성산업실비,생활서비스,주택수리,배관난방보일러,부산광역시,사상구,덕포1동,덕포동,대지,104,부산광역시 사상구 덕포동 104-2,부산광역시 사상구 백양대로703번길,53,부산광역시 사상구 백양대로703번길 53-5,128.987781510375,35.1683680872055
한우뭉치,음식,한식,한식/백반/한정식,부산광역시,해운대구,좌1동,좌동,대지,908,부산광역시 해운대구 좌동 908-4,부산광역시 해운대구 대천로106번길,16,부산광역시 해운대구 대천로106번길 16,129.174543464489,35.1741646397506
나이키,소매,의복의류,캐쥬얼/스포츠의류,부산광역시,해운대구,우1동,우동,대지,587,부산광역시 해운대구 우동 587-1,부산광역시 해운대구 해운대로,648,부산광역시 해운대구 해운대로 648,129.161254331192,35.1644857598493
해성모터스,소매,자동차/자동차용품,자동차부품판매,부산광역시,부산진구,개금1동,개금동,대지,171,부산광역시 부산진구 개금동 171-133,부산광역시 부산진구 냉정로,211,부산광역시 부산진구 냉정로 211-2,129.023042842502,35.1510120132993
대동상회,소매,가방/신발/액세서리,양품점,부산광역시,부산진구,당감4동,당감동,대지,659,부산광역시 부산진구 당감동 659-1,부산광역시 부산진구 백양순환로35번길,43,부산광역시 부산진구 백양순환로35번길 43,129.032151361412,35.1674663420995
한신공인중개사무소,부동산,부동산중개,부동산중개,부산광역시,사상구,엄궁동,엄궁동,대지,680,부산광역시 사상구 엄궁동 680-2,부산광역시 사상구 엄궁로,100,부산광역시 사상구 엄궁로 100,128.975976948227,35.1239164889834
부경타이어,소매,자동차/자동차용품,타이어판매,부산광역시,부산진구,초읍동,초읍동,대지,508,부산광역시 부산진구 초읍동 508,부산광역시 부산진구 성지로94번길,85,부산광역시 부산진구 성지로94번길 85,129.058732227255,35.1814158100055
당리새부산숯불갈비,음식,한식,갈비/삼겹살,부산광역시,사하구,당리동,당리동,대지,316,부산광역시 사하구 당리동 316-41,부산광역시 사하구 제석로,46,부산광역시 사하구 제석로 46,128.973688252526,35.1049152157349
홈플러스익스프레스,소매,종합소매점,수퍼마켓,부산광역시,부산진구,전포1동,전포동,대지,668,부산광역시 부산진구 전포동 668-1,부산광역시 부산진구 동천로,92,부산광역시 부산진구 동천로 92,129.063037211547,35.157049580457
대림전기,소매,가정/주방/인테리어,조명기구/전기용품,부산광역시,사상구,괘법동,괘법동,대지,517,부산광역시 사상구 괘법동 517-12,부산광역시 사상구 삼락천로,7,부산광역시 사상구 삼락천로 7,128.977630078203,35.1685856474254
싱싱과일,소매,음/식료품소매,청과물소매,부산광역시,사상구,학장동,학장동,대지,168,부산광역시 사상구 학장동 168-10,부산광역시 사상구 학감대로49번길,34,부산광역시 사상구 학감대로49번길 34,128.992380406901,35.1366823668313
정관장,소매,건강/미용식품,인삼제품판매,부산광역시,해운대구,반여1동,반여동,대지,1406,부산광역시 해운대구 반여동 1406-1,부산광역시 해운대구 선수촌로21번길,37,부산광역시 해운대구 선수촌로21번길 37,129.115723090037,35.1966062986677
무한리필조개구이,음식,일식/수산물,조개구이전문,부산광역시,부산진구,양정1동,양정동,대지,364,부산광역시 부산진구 양정동 364-14,부산광역시 부산진구 양지로14번길,12,부산광역시 부산진구 양지로14번길 12,129.069448966467,35.1689365762377
엘비스노래방,관광/여가/오락,무도/유흥/가무,노래방,부산광역시,사상구,주례1동,주례동,대지,311,부산광역시 사상구 주례동 311-13,부산광역시 사상구 양지로8번길,5,부산광역시 사상구 양지로8번길 5-26,129.004952072335,35.1542552066584
탁사발얼음막걸리,음식,유흥주점,민속주점,부산광역시,부산진구,양정2동,양정동,대지,116,부산광역시 부산진구 양정동 116-18,부산광역시 부산진구 연수로,56,부산광역시 부산진구 연수로 56,129.077081534039,35.1750164207408
부산소리통,생활서비스,자동차/이륜차,자동차정비/카센타,부산광역시,해운대구,반여1동,반여동,대지,745,부산광역시 해운대구 반여동 745-10,부산광역시 해운대구 선수촌로,224,부산광역시 해운대구 선수촌로 224,129.126512468884,35.2121543411974
벨로뜨,소매,가방/신발/액세서리,액세서리판매,부산광역시,부산진구,부전1동,부전동,대지,27,부산광역시 부산진구 부전동 27-1,부산광역시 부산진구 부전로,196,부산광역시 부산진구 부전로 196,129.062561550937,35.1635167304837
포쉬네일,생활서비스,이/미용/건강,발/네일케어,부산광역시,부산진구,가야2동,가야동,대지,624,부산광역시 부산진구 가야동 624-7,부산광역시 부산진구 가야대로,506,부산광역시 부산진구 가야대로 506,129.027341539469,35.1524809729698
시세이도롯데백화점부산본점,소매,화장품소매,화장품판매점,부산광역시,부산진구,부전2동,부전동,대지,503,부산광역시 부산진구 부전동 503-15,부산광역시 부산진구 가야대로,772,부산광역시 부산진구 가야대로 772,129.056437700996,35.1568098468641
SKLED전기조명,소매,가정/주방/인테리어,조명기구/전기용품,부산광역시,부산진구,전포1동,전포동,대지,676,부산광역시 부산진구 전포동 676-29,부산광역시 부산진구 전포대로,221,부산광역시 부산진구 전포대로 221,129.064993418154,35.1564014261446
더리터,음식,커피점/카페,커피전문점/카페/다방,부산광역시,사상구,감전동,감전동,대지,380,부산광역시 사상구 감전동 380-3,부산광역시 사상구 사상로,88,부산광역시 사상구 사상로 88,128.992121961013,35.1551722048892
하이,소매,사진/광학/정밀기기소매,핸드폰소매,부산광역시,해운대구,좌2동,좌동,대지,1479,부산광역시 해운대구 좌동 1479-3,부산광역시 해운대구 해운대로,814,부산광역시 해운대구 해운대로 814,129.177695457434,35.1696902413478
케이스위스해운대상설매장,소매,의복의류,캐쥬얼/스포츠의류,부산광역시,해운대구,중1동,중동,대지,1774,부산광역시 해운대구 중동 1774-5,부산광역시 해운대구 좌동순환로,473,부산광역시 해운대구 좌동순환로 473,129.169442394641,35.1636858882173
태양포차,음식,유흥주점,소주방/포장마차,부산광역시,부산진구,개금1동,개금동,대지,594,부산광역시 부산진구 개금동 594-14,부산광역시 부산진구 가야대로482번길,57,부산광역시 부산진구 가야대로482번길 57,129.024704305485,35.1504751634159
플러스공구마트,소매,종합소매점,수퍼마켓,부산광역시,사하구,장림2동,장림동,대지,400,부산광역시 사하구 장림동 400-8,부산광역시 사하구 다대로320번길,27,부산광역시 사하구 다대로320번길 27,128.973229847822,35.0737210838673
휴대폰할인매장,소매,사진/광학/정밀기기소매,핸드폰소매,부산광역시,사하구,괴정2동,괴정동,대지,321,부산광역시 사하구 괴정동 321-12,부산광역시 사하구 낙동대로,153,부산광역시 사하구 낙동대로 153,128.999489519981,35.1024337065025
피자샵,음식,패스트푸드,피자전문,부산광역시,해운대구,재송1동,재송동,대지,1117,부산광역시 해운대구 재송동 1117-32,부산광역시 해운대구 재반로,71,부산광역시 해운대구 재반로 71,129.125906429885,35.1849563434941
키움부동산공인중개사사무소,부동산,부동산중개,부동산중개,부산광역시,해운대구,재송1동,재송동,대지,1196,부산광역시 해운대구 재송동 1196,부산광역시 해운대구 센텀동로,123,부산광역시 해운대구 센텀동로 123,129.125022910734,35.1774109714184
헤펠레DIY목공방해운대점,소매,가구소매,일반가구소매,부산광역시,해운대구,좌3동,좌동,대지,1356,부산광역시 해운대구 좌동 1356-13,부산광역시 해운대구 좌동순환로15번길,9,부산광역시 해운대구 좌동순환로15번길 9-6,129.165613239167,35.166877622993
옥이사랑푸드,음식,패스트푸드,패스트푸드,부산광역시,사상구,주례1동,주례동,대지,939,부산광역시 사상구 주례동 939,부산광역시 사상구 백양대로494번길,10,부산광역시 사상구 백양대로494번길 10,128.999449094301,35.1539041103781
영재식당,음식,한식,한식/백반/한정식,부산광역시,사상구,주례1동,주례동,대지,692,부산광역시 사상구 주례동 692-3,부산광역시 사상구 가야대로213번길,28,부산광역시 사상구 가야대로213번길 28,128.995928082555,35.1513731305858
점프셈교실,학문/교육,학원-컴퓨터,컴퓨터학원,부산광역시,사상구,삼락동,삼락동,대지,417,부산광역시 사상구 삼락동 417-16,부산광역시 사상구 삼덕로46번길,86,부산광역시 사상구 삼덕로46번길 86,128.980746066564,35.1702821305656
불스떡볶이,음식,분식,떡볶이전문,부산광역시,사하구,신평2동,신평동,대지,598,부산광역시 사하구 신평동 598-11,부산광역시 사하구 하신번영로173번길,8,부산광역시 사하구 하신번영로173번길 8,128.95969044663,35.0982301998604
정의은영철학,생활서비스,개인서비스,운명감정작명,부산광역시,사하구,괴정1동,괴정동,대지,534,부산광역시 사하구 괴정동 534-3,부산광역시 사하구 괴정로,256,부산광역시 사하구 괴정로 256,128.989287163537,35.0968475332585
일공공일안경,소매,사진/광학/정밀기기소매,안경원,부산광역시,해운대구,좌1동,좌동,대지,1467,부산광역시 해운대구 좌동 1467-4,부산광역시 해운대구 해운대로,813,부산광역시 해운대구 해운대로 813,129.177093805183,35.1705974675265
롯데오토케어,생활서비스,자동차/이륜차,오토바이판매/수리,부산광역시,부산진구,양정2동,양정동,대지,271,부산광역시 부산진구 양정동 271-4,부산광역시 부산진구 중앙대로970번길,18,부산광역시 부산진구 중앙대로970번길 18,129.074242445302,35.1753390912461
무한타올,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,부산광역시,해운대구,우2동,우동,대지,1495,부산광역시 해운대구 우동 1495,부산광역시 해운대구 센텀남대로,35,부산광역시 해운대구 센텀남대로 35,129.129106584707,35.1686565992762
예전미디어,생활서비스,사진,사진관,부산광역시,사하구,하단2동,하단동,대지,511,부산광역시 사하구 하단동 511-21,부산광역시 사하구 낙동남로1423번길,46,부산광역시 사하구 낙동남로1423번길 46,128.96636928748,35.1083991285784
엄콩딸콩,소매,의복의류,일반의류,부산광역시,사하구,괴정1동,괴정동,대지,493,부산광역시 사하구 괴정동 493-36,부산광역시 사하구 사하로141번가길,3,부산광역시 사하구 사하로141번가길 3,128.992349943521,35.0943616614897
로뎅로바다야끼,음식,유흥주점,로바다야끼,부산광역시,부산진구,양정1동,양정동,대지,363,부산광역시 부산진구 양정동 363-1,부산광역시 부산진구 중앙대로,894,부산광역시 부산진구 중앙대로 894,129.069277594677,35.1701008815796
용궁식당,음식,일식/수산물,횟집,부산광역시,해운대구,반여2동,반여동,대지,1291,부산광역시 해운대구 반여동 1291-634,부산광역시 해운대구 재반로211번길,18,부산광역시 해운대구 재반로211번길 18,129.129894954012,35.1962765901378
동명숯불불닭발,음식,닭/오리요리,닭내장/닭발요리,부산광역시,해운대구,좌2동,좌동,대지,1315,부산광역시 해운대구 좌동 1315,부산광역시 해운대구 세실로,48,부산광역시 해운대구 세실로 48,129.178573776255,35.169699726351
짚신매운갈비찜,음식,한식,갈비/삼겹살,부산광역시,사상구,주례2동,주례동,대지,67,부산광역시 사상구 주례동 67-8,부산광역시 사상구 주례로9번길,9,부산광역시 사상구 주례로9번길 9,129.012016865558,35.1504375742709
홈플러스,소매,의복의류,일반의류,부산광역시,부산진구,전포1동,전포동,대지,892,부산광역시 부산진구 전포동 892-20,부산광역시 부산진구 동천로,4,부산광역시 부산진구 동천로 4,129.064002929959,35.1494513789469
빈치,학문/교육,학원-보습교습입시,학원-입시,부산광역시,사하구,감천1동,감천동,대지,628,부산광역시 사하구 감천동 628-1,부산광역시 사하구 감천로43번길,42,부산광역시 사하구 감천로43번길 42,128.998820996222,35.0925868396465
새차만들기,생활서비스,자동차/이륜차,자동차정비/카센타,부산광역시,해운대구,우2동,우동,대지,1185,부산광역시 해운대구 우동 1185-148,부산광역시 해운대구 해운대로469번길,203,부산광역시 해운대구 해운대로469번길 203,129.140585637621,35.1707935000139
박성욱피부과화장품판매코너,의료,병원,피부과,부산광역시,사하구,당리동,당리동,대지,303,부산광역시 사하구 당리동 303-11,부산광역시 사하구 낙동대로,458,부산광역시 사하구 낙동대로 458,128.969059864561,35.1058807505321
영풍상사,소매,음/식료품소매,청과물소매,부산광역시,부산진구,범천1동,범천동,대지,844,부산광역시 부산진구 범천동 844-71,부산광역시 부산진구 골드테마길,60,부산광역시 부산진구 골드테마길 60,129.060326842686,35.1444087578116
본죽앤비빔밥카페,음식,별식/퓨전요리,죽전문점,부산광역시,해운대구,좌1동,좌동,대지,1307,부산광역시 해운대구 좌동 1307,부산광역시 해운대구 좌동순환로,252,부산광역시 해운대구 좌동순환로 252,129.180035742973,35.1728763700688
형제전통돼지국밥,음식,한식,한식/백반/한정식,부산광역시,해운대구,중1동,중동,대지,1393,부산광역시 해운대구 중동 1393-11,부산광역시 해운대구 구남로41번길,13,부산광역시 해운대구 구남로41번길 13,129.161810665857,35.1611543300697
재송식당,음식,유흥주점,호프/맥주,부산광역시,해운대구,재송1동,재송동,대지,1090,부산광역시 해운대구 재송동 1090-51,부산광역시 해운대구 해운대로161번길,41,부산광역시 해운대구 해운대로161번길 41,129.125055984896,35.1853878960169
이모식당,음식,한식,한식/백반/한정식,부산광역시,사상구,감전동,감전동,대지,197,부산광역시 사상구 감전동 197-1,부산광역시 사상구 사상로104번길,2,부산광역시 사상구 사상로104번길 2,128.990873339721,35.1562911437853
롱진,소매,의복의류,일반의류,부산광역시,부산진구,범천1동,범천동,대지,839,부산광역시 부산진구 범천동 839-212,부산광역시 부산진구 자유평화로,7,부산광역시 부산진구 자유평화로 7,129.060697872508,35.1417103418084
신세계치즈막창,음식,한식,곱창/양구이전문,부산광역시,부산진구,개금2동,개금동,대지,540,부산광역시 부산진구 개금동 540-238,부산광역시 부산진구 복지로,60,부산광역시 부산진구 복지로 60,129.02024926695,35.1478987060994
에이블씨엔씨,소매,화장품소매,화장품판매점,부산광역시,사하구,괴정3동,괴정동,대지,967,부산광역시 사하구 괴정동 967-1,부산광역시 사하구 사하로,202,부산광역시 사하구 사하로 202,128.993567338548,35.099787178216
드림부동산,부동산,부동산중개,부동산중개,부산광역시,사하구,괴정1동,괴정동,대지,747,부산광역시 사하구 괴정동 747-15,부산광역시 사하구 낙동대로,258,부산광역시 사하구 낙동대로 258-1,128.988769844641,35.099420764906
코리아헤럴드어학원,학문/교육,학원-어학,학원-외국어/어학,부산광역시,사상구,삼락동,삼락동,대지,418,부산광역시 사상구 삼락동 418-44,부산광역시 사상구 운산로,29,부산광역시 사상구 운산로 29,128.980104830033,35.1689893072692
서면포차,음식,한식,한식/백반/한정식,부산광역시,부산진구,부전2동,부전동,대지,519,부산광역시 부산진구 부전동 519-12,부산광역시 부산진구 가야대로784번길,54,부산광역시 부산진구 가야대로784번길 54-1,129.057065024337,35.1552449657596
지트,생활서비스,광고/인쇄,인쇄종합,부산광역시,사하구,당리동,당리동,대지,303,부산광역시 사하구 당리동 303-4,부산광역시 사하구 낙동대로450번길,1,부산광역시 사하구 낙동대로450번길 1,128.969669691628,35.1055062970466
대상웰라이프녹즙,소매,건강/미용식품,건강식품판매,부산광역시,해운대구,우2동,우동,대지,1495,부산광역시 해운대구 우동 1495,부산광역시 해운대구 센텀남대로,35,부산광역시 해운대구 센텀남대로 35,129.129106584707,35.1686565992762
상금당,소매,시계/귀금속소매,시계/귀금속,부산광역시,부산진구,개금1동,개금동,대지,171,부산광역시 부산진구 개금동 171-15,부산광역시 부산진구 복지로13번길,64,부산광역시 부산진구 복지로13번길 64,129.02392174111,35.1519600695718
조은성모안과,의료,병원,안과의원,부산광역시,부산진구,개금1동,개금동,대지,171,부산광역시 부산진구 개금동 171-83,부산광역시 부산진구 가야대로,476,부산광역시 부산진구 가야대로 476-1,129.024186000575,35.1529043023278
월드크리닝,생활서비스,세탁/가사서비스,세탁소/빨래방,부산광역시,해운대구,좌4동,좌동,대지,1414,부산광역시 해운대구 좌동 1414,부산광역시 해운대구 좌동순환로217번길,19,부산광역시 해운대구 좌동순환로217번길 19,129.179448987872,35.1786148432501
선우전기,소매,가정/주방/인테리어,조명기구/전기용품,부산광역시,부산진구,전포1동,전포동,대지,206,부산광역시 부산진구 전포동 206-28,부산광역시 부산진구 서전로58번길,5,부산광역시 부산진구 서전로58번길 5,129.06620455969,35.1575355411763
하나로전기조명,소매,가정/주방/인테리어,조명기구/전기용품,부산광역시,사상구,모라1동,모라동,대지,1360,부산광역시 사상구 모라동 1360-14,부산광역시 사상구 백양대로907번길,32,부산광역시 사상구 백양대로907번길 32,128.989988173902,35.1883069783394
차준수학,학문/교육,학원-보습교습입시,학원-입시,부산광역시,해운대구,우3동,우동,대지,1405,부산광역시 해운대구 우동 1405,부산광역시 해운대구 마린시티2로,2,부산광역시 해운대구 마린시티2로 2,129.144267406026,35.1593472743624
뉴원,소매,음/식료품소매,청과물소매,부산광역시,해운대구,송정동,송정동,대지,89,부산광역시 해운대구 송정동 89-12,부산광역시 해운대구 송정2로,45,부산광역시 해운대구 송정2로 45,129.206805880317,35.1933712343281
엄지헤어,생활서비스,이/미용/건강,여성미용실,부산광역시,부산진구,당감1동,당감동,대지,807,부산광역시 부산진구 당감동 807-4,부산광역시 부산진구 백양관문로,115,부산광역시 부산진구 백양관문로 115,129.025901268111,35.1671408483702
튼튼약국,의료,약국/한약방,약국,부산광역시,부산진구,당감2동,당감동,대지,818,부산광역시 부산진구 당감동 818-151,부산광역시 부산진구 가야대로679번길,133,부산광역시 부산진구 가야대로679번길 133,129.039700637452,35.1560171833396
귀한손한정식,음식,한식,한식/백반/한정식,부산광역시,사하구,괴정3동,괴정동,대지,477,부산광역시 사하구 괴정동 477-26,부산광역시 사하구 사하로156번길,9,부산광역시 사하구 사하로156번길 9-1,128.994132693931,35.0957622677478
튤립학원,학문/교육,학원기타,학원-기타,부산광역시,사하구,다대1동,다대동,대지,191,부산광역시 사하구 다대동 191,부산광역시 사하구 다대동로53번길,10,부산광역시 사하구 다대동로53번길 10,128.973539549925,35.0582503386756
아리따운,생활서비스,이/미용/건강,여성미용실,부산광역시,사상구,엄궁동,엄궁동,대지,516,부산광역시 사상구 엄궁동 516-21,부산광역시 사상구 낙동대로776번길,41,부산광역시 사상구 낙동대로776번길 41,128.973361419841,35.1290845437117
미소동물병원,의료,수의업,수의업-종합,부산광역시,부산진구,부전2동,부전동,대지,505,부산광역시 부산진구 부전동 505-6,부산광역시 부산진구 가야대로,754,부산광역시 부산진구 가야대로 754,129.053884370005,35.1571205300543
맛나아구찜,음식,일식/수산물,아구전문,부산광역시,사하구,신평2동,신평동,대지,609,부산광역시 사하구 신평동 609-1,부산광역시 사하구 하신번영로169번길,49,부산광역시 사하구 하신번영로169번길 49,128.957371997508,35.0978699364282
까페띠아모,음식,커피점/카페,커피전문점/카페/다방,부산광역시,사하구,괴정3동,괴정동,대지,1275,부산광역시 사하구 괴정동 1275,부산광역시 사하구 낙동대로,203,부산광역시 사하구 낙동대로 203,128.994514334062,35.1000949063862
크린토피아,생활서비스,세탁/가사서비스,세탁소/빨래방,부산광역시,사상구,학장동,학장동,대지,278,부산광역시 사상구 학장동 278-19,부산광역시 사상구 학장로,237,부산광역시 사상구 학장로 237-9,128.991854236066,35.1457727974772
이즈공인중개사무소,부동산,부동산중개,부동산중개,부산광역시,부산진구,양정2동,양정동,대지,272,부산광역시 부산진구 양정동 272-12,부산광역시 부산진구 중앙대로,952,부산광역시 부산진구 중앙대로 952-1,129.072793934721,35.1745496934005
무봤소,음식,한식,갈비/삼겹살,부산광역시,사하구,하단2동,하단동,대지,500,부산광역시 사하구 하단동 500-4,부산광역시 사하구 낙동대로535번길,23,부산광역시 사하구 낙동대로535번길 23,128.963319232608,35.1111456563668
에그린학생복,소매,의복의류,일반의류,부산광역시,사상구,모라1동,모라동,대지,1323,부산광역시 사상구 모라동 1323-1,부산광역시 사상구 백양대로950번가길,95,부산광역시 사상구 백양대로950번가길 95,128.994240862466,35.1948973833471
정음색소폰콰이어,학문/교육,학원-음악미술무용,피아노/바이올린/기타,부산광역시,사하구,구평동,구평동,대지,115,부산광역시 사하구 구평동 115-2,부산광역시 사하구 을숙도대로,728,부산광역시 사하구 을숙도대로 728,128.985162631547,35.0849374466436
펨토과학,학문/교육,학원-보습교습입시,학원-입시,부산광역시,사하구,괴정4동,괴정동,대지,1132,부산광역시 사하구 괴정동 1132-3,부산광역시 사하구 낙동대로,333,부산광역시 사하구 낙동대로 333,128.980760513457,35.100116804378
장보고,소매,음/식료품소매,청과물소매,부산광역시,부산진구,당감1동,당감동,대지,320,부산광역시 부산진구 당감동 320-13,부산광역시 부산진구 당감로60번길,5,부산광역시 부산진구 당감로60번길 5,129.039119376653,35.167271562755
나에스테틱,생활서비스,이/미용/건강,비만/피부관리,부산광역시,해운대구,좌2동,좌동,대지,1484,부산광역시 해운대구 좌동 1484-1,부산광역시 해운대구 세실로,45,부산광역시 해운대구 세실로 45,129.178311322625,35.16900821848
야호플라워,소매,선물/팬시/기념품,꽃집/꽃배달,부산광역시,사상구,학장동,학장동,대지,548,부산광역시 사상구 학장동 548,부산광역시 사상구 학감대로,125,부산광역시 사상구 학감대로 125-4,128.987763195949,35.1423358212907
나영스포츠댄스,학문/교육,학원-예능취미체육,학원-스포츠/재즈댄스,부산광역시,부산진구,양정1동,양정동,대지,362,부산광역시 부산진구 양정동 362-36,부산광역시 부산진구 양지로11번길,5,부산광역시 부산진구 양지로11번길 5,129.069928846476,35.1695362696534
초우상사,소매,음/식료품소매,식료품점,부산광역시,부산진구,부암1동,부암동,대지,9,부산광역시 부산진구 부암동 9-3,부산광역시 부산진구 동평로,218,부산광역시 부산진구 동평로 218,129.051854186632,35.1690816195573
동원목욕탕,생활서비스,대중목욕탕/휴게,욕탕업-종합,부산광역시,부산진구,부암1동,부암동,대지,301,부산광역시 부산진구 부암동 301-33,부산광역시 부산진구 동평로,184,부산광역시 부산진구 동평로 184,129.049081676958,35.1668882384011
울릉도산오징어전문점,음식,일식/수산물,낙지/오징어,부산광역시,부산진구,초읍동,초읍동,대지,278,부산광역시 부산진구 초읍동 278-1,부산광역시 부산진구 새싹로,263,부산광역시 부산진구 새싹로 263-1,129.047466692152,35.1796208427058
장현주헤어필,생활서비스,이/미용/건강,여성미용실,부산광역시,해운대구,재송1동,재송동,대지,1092,부산광역시 해운대구 재송동 1092-30,부산광역시 해운대구 해운대로123번길,36,부산광역시 해운대구 해운대로123번길 36,129.123055928902,35.1860554539128
제일반점,음식,중식,중국음식/중국집,부산광역시,사하구,감천1동,감천동,대지,466,부산광역시 사하구 감천동 466-4,부산광역시 사하구 감천로,127,부산광역시 사하구 감천로 127-9,129.005915066967,35.0879851024914
엠씨,생활서비스,이/미용/건강,발/네일케어,부산광역시,부산진구,부전2동,부전동,대지,168,부산광역시 부산진구 부전동 168-283,부산광역시 부산진구 동천로,91,부산광역시 부산진구 동천로 91-1,129.06216929109,35.1569850813324
드링크인아지트,음식,한식,한식/백반/한정식,부산광역시,부산진구,부전2동,부전동,대지,535,부산광역시 부산진구 부전동 535-2,부산광역시 부산진구 신천대로62번길,32,부산광역시 부산진구 신천대로62번길 32,129.058681386935,35.1520849914296
태광장식,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,부산광역시,사하구,당리동,당리동,대지,317,부산광역시 사하구 당리동 317-101,부산광역시 사하구 승학로,62,부산광역시 사하구 승학로 62,128.974961588223,35.1049951231533
체리,소매,의복의류,일반의류,부산광역시,사하구,신평2동,신평동,대지,608,부산광역시 사하구 신평동 608-12,부산광역시 사하구 하신번영로167번길,32,부산광역시 사하구 하신번영로167번길 32,128.958269173169,35.0976825668111
